     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
      8192,       152,         0,   0.079,pymatching,dd32fdff6326ac61b0d6e2520b1ca68cbe08d1b50ce844c8ef2d3407ef8d5a04,"{""d"":7,""p"":0.006,""rounds"":7}",
      1297,        74,         0,   0.022,pymatching,0b8c47bd546ca9a9a5e4f6defbbc970c814b47525b99092ce1a98e0176d8692a,"{""d"":7,""p"":0.008,""rounds"":7}",
      4096,       190,         0,   0.518,fusion_blossom,aa3948b136a890ebbeb59bfd4c5803079fad6e490e65e431b87df2c9715f1a84,"{""d"":5,""p"":0.008,""rounds"":5}",
      1024,        52,         0,   0.015,pymatching,0b8c47bd546ca9a9a5e4f6defbbc970c814b47525b99092ce1a98e0176d8692a,"{""d"":7,""p"":0.008,""rounds"":7}",
     11264,       104,         0,   0.608,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
      2048,       122,         0,   0.031,pymatching,0b8c47bd546ca9a9a5e4f6defbbc970c814b47525b99092ce1a98e0176d8692a,"{""d"":7,""p"":0.008,""rounds"":7}",
        17,         3,         0,   0.015,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      2048,       105,         0,   0.034,pymatching,0b8c47bd546ca9a9a5e4f6defbbc970c814b47525b99092ce1a98e0176d8692a,"{""d"":7,""p"":0.008,""rounds"":7}",
      9216,       192,         0,   0.105,pymatching,dd32fdff6326ac61b0d6e2520b1ca68cbe08d1b50ce844c8ef2d3407ef8d5a04,"{""d"":7,""p"":0.006,""rounds"":7}",
      3072,       147,         0,   0.056,pymatching,0b8c47bd546ca9a9a5e4f6defbbc970c814b47525b99092ce1a98e0176d8692a,"{""d"":7,""p"":0.008,""rounds"":7}",
      1024,        56,         0,   0.136,fusion_blossom,aa3948b136a890ebbeb59bfd4c5803079fad6e490e65e431b87df2c9715f1a84,"{""d"":5,""p"":0.008,""rounds"":5}",
      1024,         8,         0,   0.278,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      4096,       193,         0,   0.068,pymatching,0b8c47bd546ca9a9a5e4f6defbbc970c814b47525b99092ce1a98e0176d8692a,"{""d"":7,""p"":0.008,""rounds"":7}",
      1297,       129,         0,   0.027,pymatching,8e3b5a7956c101be9af8bfc03217f1819042e36426d934949f7e90d9a72fdc72,"{""d"":7,""p"":0.01,""rounds"":7}",
     12288,       242,         0,   0.151,pymatching,dd32fdff6326ac61b0d6e2520b1ca68cbe08d1b50ce844c8ef2d3407ef8d5a04,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,        97,         0,   0.018,pymatching,8e3b5a7956c101be9af8bfc03217f1819042e36426d934949f7e90d9a72fdc72,"{""d"":7,""p"":0.01,""rounds"":7}",
       256,        16,         0,   0.215,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      1024,       101,         0,   0.026,pymatching,8e3b5a7956c101be9af8bfc03217f1819042e36426d934949f7e90d9a72fdc72,"{""d"":7,""p"":0.01,""rounds"":7}",
      4096,        95,         0,   0.051,pymatching,dd32fdff6326ac61b0d6e2520b1ca68cbe08d1b50ce844c8ef2d3407ef8d5a04,"{""d"":7,""p"":0.006,""rounds"":7}",
      5120,       270,         0,   0.086,pymatching,0b8c47bd546ca9a9a5e4f6defbbc970c814b47525b99092ce1a98e0176d8692a,"{""d"":7,""p"":0.008,""rounds"":7}",
      1024,        57,         0,   0.014,pymatching,0b8c47bd546ca9a9a5e4f6defbbc970c814b47525b99092ce1a98e0176d8692a,"{""d"":7,""p"":0.008,""rounds"":7}",
      2048,       220,         0,   0.049,pymatching,8e3b5a7956c101be9af8bfc03217f1819042e36426d934949f7e90d9a72fdc72,"{""d"":7,""p"":0.01,""rounds"":7}",
      2048,       213,         0,   0.042,pymatching,8e3b5a7956c101be9af8bfc03217f1819042e36426d934949f7e90d9a72fdc72,"{""d"":7,""p"":0.01,""rounds"":7}",
       273,        43,         0,   0.012,pymatching,f3018899c352fa4d15fd3a98530c4c2097a33f9ee733bc7b2ff5f51e56d31371,"{""d"":7,""p"":0.012,""rounds"":7}",
      7168,       158,         0,   0.686,fusion_blossom,7d0121e0c425ed097122e511761d285c0bc4239c3a958797053f041ddfa0d843,"{""d"":5,""p"":0.006,""rounds"":5}",
      1024,       146,         0,   0.027,pymatching,f3018899c352fa4d15fd3a98530c4c2097a33f9ee733bc7b2ff5f51e56d31371,"{""d"":7,""p"":0.012,""rounds"":7}",
        17,         3,         0,   0.028,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
      3072,       317,         0,   0.073,pymatching,8e3b5a7956c101be9af8bfc03217f1819042e36426d934949f7e90d9a72fdc72,"{""d"":7,""p"":0.01,""rounds"":7}",
      1024,       154,         0,   0.042,pymatching,f3018899c352fa4d15fd3a98530c4c2097a33f9ee733bc7b2ff5f51e56d31371,"{""d"":7,""p"":0.012,""rounds"":7}",
      1024,       189,         0,   0.033,pymatching,f3018899c352fa4d15fd3a98530c4c2097a33f9ee733bc7b2ff5f51e56d31371,"{""d"":7,""p"":0.012,""rounds"":7}",
      1024,         6,         0,   0.325,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        18,         0,   0.575,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      2048,       370,         0,   0.060,pymatching,f3018899c352fa4d15fd3a98530c4c2097a33f9ee733bc7b2ff5f51e56d31371,"{""d"":7,""p"":0.012,""rounds"":7}",
      1024,       173,         0,   0.025,pymatching,f3018899c352fa4d15fd3a98530c4c2097a33f9ee733bc7b2ff5f51e56d31371,"{""d"":7,""p"":0.012,""rounds"":7}",
        17,         2,         0,   0.030,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
       273,        62,         0,   0.012,pymatching,7cb6ba22359f4d1106f21e9938aa0851e70659f0944f0d871773a1ff490ea492,"{""d"":7,""p"":0.014,""rounds"":7}",
      1024,       241,         0,   0.032,pymatching,7cb6ba22359f4d1106f21e9938aa0851e70659f0944f0d871773a1ff490ea492,"{""d"":7,""p"":0.014,""rounds"":7}",
      1024,       208,         0,   0.028,pymatching,7cb6ba22359f4d1106f21e9938aa0851e70659f0944f0d871773a1ff490ea492,"{""d"":7,""p"":0.014,""rounds"":7}",
      1024,       239,         0,   0.032,pymatching,7cb6ba22359f4d1106f21e9938aa0851e70659f0944f0d871773a1ff490ea492,"{""d"":7,""p"":0.014,""rounds"":7}",
       256,        14,         0,   0.295,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
       512,        26,         0,   0.467,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      1024,       259,         0,   0.033,pymatching,7cb6ba22359f4d1106f21e9938aa0851e70659f0944f0d871773a1ff490ea492,"{""d"":7,""p"":0.014,""rounds"":7}",
     13312,       122,         0,   0.808,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
        17,         5,         0,   0.033,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
       256,        40,         0,   0.382,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
      2048,         8,         0,   0.568,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        28,         0,   0.537,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       512,        26,         0,   0.415,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      9216,       209,         0,   0.854,fusion_blossom,7d0121e0c425ed097122e511761d285c0bc4239c3a958797053f041ddfa0d843,"{""d"":5,""p"":0.006,""rounds"":5}",
       256,        45,         0,   0.383,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
       512,        52,         0,   0.612,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
       256,        56,         0,   0.508,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
       512,        17,         0,   0.400,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      1024,        19,         0,   0.542,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      4096,        96,         0,   0.383,fusion_blossom,7d0121e0c425ed097122e511761d285c0bc4239c3a958797053f041ddfa0d843,"{""d"":5,""p"":0.006,""rounds"":5}",
      2048,         7,         0,   0.576,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       273,         4,         0,   0.020,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
       256,        46,         0,   0.407,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
      1024,         6,         0,   0.062,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
      1024,         9,         0,   0.055,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
      1024,         7,         0,   0.059,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
       512,        59,         0,   0.593,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
       256,        56,         0,   0.527,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
      1024,         4,         0,   0.057,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
     19456,       141,         0,    1.14,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
       512,        36,         0,   0.458,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      2048,        18,         0,   0.111,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
       256,        43,         0,   0.366,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
      1024,        24,         0,   0.520,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      2048,        18,         0,   0.117,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
      2048,        14,         0,   0.115,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
       512,        27,         0,   0.407,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
       256,        67,         0,   0.501,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
      3072,        14,         0,   0.825,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      3072,        15,         0,   0.180,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
       256,        42,         0,   0.403,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
       512,        64,         0,   0.607,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
      1024,        21,         0,   0.536,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      4096,        29,         0,   0.233,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
       512,        25,         0,   0.422,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
       256,        39,         0,   0.428,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
       256,        59,         0,   0.513,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
      5120,        44,         0,   0.298,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
       512,        52,         0,   0.612,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
      1024,        18,         0,   0.539,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       512,        25,         0,   0.422,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      3072,        13,         0,   0.846,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       256,        51,         0,   0.404,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
      7168,        61,         0,   0.422,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
       256,        69,         0,   0.540,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
     26624,       188,         0,    1.59,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
      3072,        25,         0,   0.176,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
      1024,         6,         0,   0.056,fusion_blossom,e48ed67c2979de4d26a9fc9536081ea554d0aab4d424661f34f12c13fd45c431,"{""d"":5,""p"":0.004,""rounds"":5}",
       512,        24,         0,   0.428,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      1024,        19,         0,   0.483,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
        17,         1,         0,   0.011,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       256,        65,         0,   0.381,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
       512,        59,         0,   0.582,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
       256,         5,         0,   0.123,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
         1,         0,         0,   0.001,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       272,         3,         0,   0.073,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       256,        56,         0,   0.533,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
       512,        31,         0,   0.394,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
       256,        38,         0,   0.430,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
      1024,         7,         0,   0.280,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        19,         0,   0.547,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       512,        48,         0,   0.608,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
      1024,        16,         0,   0.544,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      4096,        17,         0,    1.12,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         3,         0,   0.276,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       256,        35,         0,   0.394,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
       256,        63,         0,   0.541,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
      1024,         9,         0,   0.288,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        21,         0,   0.560,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,        62,         0,   0.799,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      1024,        18,         0,   0.542,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       512,        64,         0,   0.641,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
       256,        43,         0,   0.451,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
      1024,         3,         0,   0.273,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       256,        57,         0,   0.507,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
      1024,         2,         0,   0.272,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        25,         0,   0.536,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,        21,         0,   0.504,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       256,        66,         0,   0.492,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
      1024,         6,         0,   0.269,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       512,        59,         0,   0.598,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
      1024,        49,         0,   0.856,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
       512,        88,         0,   0.791,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
      1024,        13,         0,   0.503,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,        10,         0,   0.277,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        25,         0,   0.537,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       256,        63,         0,   0.539,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
      6144,        27,         0,    1.69,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         5,         0,   0.279,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       512,        51,         0,   0.636,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
      1024,         2,         0,   0.349,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        15,         0,   0.619,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,        44,         0,   0.896,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
       512,       107,         0,   0.854,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
       256,        69,         0,   0.586,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
       512,        56,         0,   0.660,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
      2048,        47,         0,    1.15,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      2048,        10,         0,   0.583,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        26,         0,   0.554,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       512,        52,         0,   0.626,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
      2048,         8,         0,   0.585,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        17,         0,   0.537,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       512,       125,         0,    1.08,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
      1536,        83,         0,    1.26,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
       768,       121,         0,    1.28,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
      2048,        27,         0,    1.02,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,        20,         0,   0.511,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      8192,        44,         0,    2.29,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
