     shots,    errors,  discards, seconds,decoder,strong_id,json_metadata,custom_counts
      3072,        10,         0,   0.814,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        92,         0,    1.19,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
      1024,        27,         0,   0.577,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       512,       118,         0,    1.06,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
      1024,        21,         0,   0.518,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      3072,        63,         0,    1.54,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,       178,         0,    1.62,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
      2048,       116,         0,    1.68,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      4096,        17,         0,    1.13,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       512,       125,         0,   0.985,fusion_blossom,828e326ef56df748a6afae9bc328c84dce9ff7c7a9501d18d020bd4ef53e8cbb,"{""d"":7,""p"":0.014,""rounds"":7}",
      1024,       108,         0,    1.21,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
       256,        45,         0,   0.391,fusion_blossom,4659e56cac263c4389a0c0e9c281b0b763756b168b13e2517fef7efe425f8c75,"{""d"":7,""p"":0.012,""rounds"":7}",
         1,         0,         0,   0.001,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
        16,         1,         0,   0.018,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
       256,        14,         0,   0.207,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      2048,        42,         0,    1.06,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
         1,         0,         0,   0.002,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
        16,         1,         0,   0.016,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
       512,        21,         0,   0.405,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
       256,        28,         0,   0.414,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
       512,        30,         0,   0.542,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      3072,        48,         0,    1.69,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       256,        36,         0,   0.297,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
      6144,        26,         0,    1.76,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,        46,         0,    1.14,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
     11264,        60,         0,    3.11,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       512,        24,         0,   0.435,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      1536,       145,         0,    1.88,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
       512,        49,         0,   0.609,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
       512,        26,         0,   0.416,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      3072,       162,         0,    2.55,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
       512,        52,         0,   0.590,fusion_blossom,aeb6484fe327eb1ac9a3cf2f6ccb038a906ff38d5a3c7277d530f2615ee4435c,"{""d"":7,""p"":0.01,""rounds"":7}",
       512,        27,         0,   0.393,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
         1,         0,         0,   0.001,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       273,         1,         0,   0.076,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       272,         3,         0,   0.129,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       512,        23,         0,   0.416,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      1024,        10,         0,   0.283,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      3072,        54,         0,    1.51,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,         3,         0,   0.272,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        17,         0,   0.529,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       512,        30,         0,   0.405,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      1024,         4,         0,   0.291,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       512,        33,         0,   0.420,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      1024,         3,         0,   0.275,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        19,         0,   0.555,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      2048,       106,         0,    1.61,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      9216,        51,         0,    2.40,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      5120,        89,         0,    2.53,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,         4,         0,   0.256,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       512,        31,         0,   0.390,fusion_blossom,b3a3b725f1ed8baaca5befb0fd9d876f643b08252fd8db2fc4967e93abd7823d,"{""d"":7,""p"":0.008,""rounds"":7}",
      1024,         3,         0,   0.245,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       273,         2,         0,   0.082,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        21,         0,   0.469,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
         1,         0,         0,   0.001,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
        16,         0,         0,   0.014,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
       256,         4,         0,   0.117,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,         5,         0,   0.286,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         6,         0,   0.280,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        22,         0,   0.501,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,         1,         0,   0.273,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         6,         0,   0.263,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        18,         0,   0.505,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,         4,         0,   0.278,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         2,         0,   0.316,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      4096,        79,         0,    2.08,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,        22,         0,   0.556,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,         6,         0,   0.287,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      3072,        56,         0,    1.56,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,        22,         0,   0.549,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      2048,         9,         0,   0.515,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,        17,         0,   0.471,fusion_blossom,00044384dc799b7993db37713f62887b6aeca239e88a3679bb146cba1261838e,"{""d"":7,""p"":0.006,""rounds"":7}",
      1024,         2,         0,   0.228,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
         1,         0,         0,   0.000,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
         1,         0,         0,   0.001,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       273,         0,         0,   0.072,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       272,         1,         0,   0.069,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
       272,         2,         0,   0.070,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
         1,         0,         0,   0.001,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
        32,         0,         0,   0.013,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         5,         0,   0.267,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         6,         0,   0.269,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         4,         0,   0.272,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         3,         0,   0.275,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,         6,         0,   0.503,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         3,         0,   0.274,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
     17408,        74,         0,    4.52,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         4,         0,   0.285,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         5,         0,   0.284,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         5,         0,   0.263,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         6,         0,   0.294,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         7,         0,   0.295,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         9,         0,   0.287,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         5,         0,   0.284,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         8,         0,   0.285,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         4,         0,   0.277,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         6,         0,   0.289,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         5,         0,   0.295,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         2,         0,   0.263,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         3,         0,   0.278,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         5,         0,   0.254,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      3072,        14,         0,   0.874,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         7,         0,   0.297,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
     12288,        55,         0,    3.25,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         4,         0,   0.269,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         5,         0,   0.257,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         9,         0,   0.295,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         4,         0,   0.285,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,         9,         0,   0.582,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         8,         0,   0.274,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         3,         0,   0.274,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         6,         0,   0.313,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         4,         0,   0.273,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         5,         0,   0.260,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         6,         0,   0.273,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         1,         0,   0.279,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      3072,        10,         0,   0.845,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         6,         0,   0.292,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,        13,         0,   0.592,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         3,         0,   0.277,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         6,         0,   0.303,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         3,         0,   0.286,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         6,         0,   0.302,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         4,         0,   0.269,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,         8,         0,   0.535,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,         7,         0,   0.515,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,         7,         0,   0.535,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      3072,        13,         0,   0.777,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,        11,         0,   0.524,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      4096,        22,         0,    1.11,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,        12,         0,   0.538,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,        12,         0,   0.549,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,        13,         0,   0.509,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,         8,         0,   0.524,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,         9,         0,   0.577,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      4096,        16,         0,    1.08,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      2048,        12,         0,   0.570,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      3072,        12,         0,   0.879,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      3072,        13,         0,   0.867,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      4096,        14,         0,    1.13,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
     14336,        66,         0,    3.92,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         2,         0,   0.281,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         8,         0,   0.315,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
     11264,        54,         0,    3.01,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
      1024,         3,         0,   0.270,fusion_blossom,47e91f1dfbf6adbb3c46efd5d2de6f4c42a3dcf206f4703dce03013c9b309afd,"{""d"":7,""p"":0.004,""rounds"":7}",
